Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Alex Da Silva,173.0,155.0,185.0,21.0,3.0,0.0,2.14,46,2.52,56,1.97,43,76,0.3,27.0,4,-2,False,True,False,False,False
Isabela de Padua,160.0,125.0,163.0,5.0,1.0,0.0,1.0,35,2.07,50,2.0,66,0,1.0,32.0,1,-1,False,True,False,False,False
Joseph Benavidez,163.0,125.0,165.0,28.0,7.0,0.0,3.52,34,2.67,61,1.41,30,62,0.6,39.0,21,-3,False,False,False,True,False
Estevan Payan,178.0,145.0,178.0,16.0,11.0,0.0,4.25,42,3.58,57,0.36,100,60,0.4,41.0,3,-3,False,True,False,False,False
Sarah Alpar,163.0,135.0,160.0,9.0,5.0,0.0,2.36,44,6.06,38,1.61,26,20,0.4,32.0,2,-2,False,False,False,True,False
John Moraga,168.0,125.0,168.0,19.0,6.0,0.0,2.57,43,2.55,56,0.62,23,44,1.1,39.0,14,-1,False,True,False,False,False
Abubakar Nurmagomedov,180.0,170.0,183.0,17.0,3.0,1.0,2.78,53,2.61,65,1.25,22,88,0.0,34.0,4,-1,False,True,False,False,False
Curtis Blaydes,193.0,265.0,203.0,17.0,3.0,0.0,3.56,49,1.89,59,5.93,53,33,0.0,32.0,16,-1,False,True,False,False,False
Brian Foster,175.0,170.0,180.0,26.0,10.0,0.0,3.3,39,1.63,65,3.67,60,37,1.8,39.0,5,2,False,True,False,False,False
Jack Shore,173.0,135.0,180.0,16.0,1.0,0.0,3.84,58,2.2,57,3.42,40,79,0.7,28.0,7,1,False,True,False,False,False
Anton Turkalj,193.0,205.0,198.0,8.0,1.0,0.0,1.6,58,2.18,50,6.97,51,16,0.0,27.0,2,-2,False,True,False,False,False
Casey Kenney,170.0,135.0,173.0,16.0,3.0,1.0,4.85,42,4.67,58,1.09,35,61,0.4,32.0,7,-2,False,False,False,True,False
Fabiano Iha,173.0,155.0,173.0,9.0,4.0,0.0,1.73,47,2.49,42,2.88,40,50,2.9,53.0,7,-2,False,True,False,False,False
Roy Nelson,183.0,263.0,185.0,22.0,13.0,0.0,2.18,36,4.79,46,1.14,27,65,0.1,47.0,19,-1,False,True,False,False,False
Josh Haynes,175.0,170.0,175.0,14.0,10.0,0.0,1.25,22,4.03,52,0.94,18,42,0.0,46.0,3,-3,False,True,False,False,False
Andy Ogle,173.0,145.0,175.0,9.0,5.0,0.0,2.24,44,2.23,50,1.44,26,58,0.0,34.0,6,-4,False,True,False,False,False
Oluwale Bamgbose,180.0,185.0,198.0,6.0,3.0,0.0,2.45,48,2.7,55,0.94,33,37,0.0,36.0,5,-3,False,False,False,False,True
Yoel Romero,183.0,185.0,185.0,13.0,4.0,0.0,3.44,49,3.05,60,1.57,30,78,0.0,46.0,13,-3,False,False,False,True,False
Tra Telligman,188.0,233.0,188.0,7.0,4.0,1.0,1.83,35,3.02,56,0.87,100,80,0.0,58.0,4,-3,False,True,False,False,False
Luke Jumeau,180.0,170.0,183.0,13.0,4.0,0.0,2.93,43,3.17,58,0.25,100,86,0.0,35.0,4,-1,False,True,False,False,False
William Macario,180.0,170.0,190.0,9.0,2.0,0.0,4.92,54,3.96,65,1.85,45,78,0.0,32.0,4,-2,False,True,False,False,False
Brad Imes,201.0,265.0,201.0,13.0,6.0,0.0,2.73,31,4.24,49,1.72,71,0,1.0,46.0,3,-3,False,True,False,False,False
Alexandr Romanov,188.0,262.0,190.0,16.0,1.0,0.0,3.62,50,2.0,46,4.96,52,20,1.1,33.0,7,-2,False,False,False,True,False
Randa Markos,163.0,115.0,160.0,10.0,12.0,1.0,2.97,43,3.1,58,1.12,28,52,0.2,38.0,17,1,False,True,False,False,False
Suman Mokhtarian,173.0,145.0,183.0,8.0,4.0,0.0,2.21,43,6.85,48,0.0,0,0,0.0,31.0,2,-2,False,True,False,False,False
Loopy Godinez,157.0,115.0,155.0,9.0,3.0,0.0,4.16,49,3.77,62,3.43,43,81,0.6,30.0,8,2,False,True,False,False,False
Michael McDonald,180.0,205.0,180.0,1.0,0.0,0.0,0.0,0,0.4,50,0.0,0,0,0.0,58.0,9,-1,False,True,False,False,False
Kelly Faszholz,173.0,135.0,173.0,4.0,1.0,0.0,4.01,48,3.61,52,0.0,0,44,0.0,38.0,2,-2,False,True,False,False,False
Jeremy Stephens,175.0,145.0,180.0,28.0,18.0,0.0,3.17,40,3.05,58,1.16,38,65,0.4,37.0,33,-5,False,True,False,False,False
Matt Hobar,178.0,135.0,178.0,9.0,2.0,0.0,3.23,42,4.27,52,3.66,44,50,0.0,36.0,3,-1,False,False,False,True,False
Keith Berish,183.0,205.0,183.0,5.0,0.0,0.0,3.58,36,4.81,62,1.76,40,0,0.0,38.0,1,-1,False,True,False,False,False
Vinicius Salvador,170.0,125.0,178.0,14.0,4.0,0.0,5.17,41,5.29,56,0.62,14,86,0.0,27.0,1,-1,False,False,False,True,False
Benito Lopez,178.0,135.0,185.0,10.0,1.0,0.0,4.39,45,5.18,56,0.0,0,73,0.3,29.0,4,-1,False,False,False,False,True
Jocelyn Jones-Lybarger,170.0,115.0,163.0,6.0,3.0,0.0,2.96,31,4.83,56,0.34,25,81,0.0,38.0,3,-3,False,True,False,False,False
Vinicius Queiroz,201.0,220.0,201.0,8.0,3.0,0.0,3.67,51,4.1,41,5.07,70,100,0.7,40.0,1,-1,False,True,False,False,False
Ryan Hall,178.0,145.0,178.0,8.0,2.0,0.0,2.38,50,1.33,65,0.22,9,0,2.2,38.0,6,1,False,False,False,True,False
Pawel Pawlak,183.0,170.0,185.0,12.0,2.0,0.0,1.67,33,2.22,53,1.0,37,70,0.0,34.0,3,-1,False,True,False,False,False
Roxanne Modafferi,170.0,125.0,175.0,25.0,20.0,0.0,3.35,30,5.7,51,1.35,23,30,0.1,41.0,12,-3,False,True,False,False,False
Paul Craig,190.0,185.0,193.0,16.0,5.0,1.0,2.44,46,2.88,47,1.81,20,50,1.7,36.0,14,-2,False,True,False,False,False
James Te Huna,188.0,185.0,190.0,16.0,8.0,0.0,4.04,51,2.99,62,2.75,37,58,0.2,42.0,10,-4,False,True,False,False,False
Alexandre Barros,175.0,170.0,175.0,22.0,10.0,0.0,0.98,40,4.05,36,1.84,50,100,0.0,47.0,1,-1,False,False,False,True,False
Brady Hiestand,173.0,135.0,180.0,7.0,2.0,0.0,2.93,52,3.65,53,4.06,46,42,0.3,24.0,3,2,False,True,False,False,False
Tom Niinimaki,175.0,145.0,175.0,22.0,7.0,1.0,1.91,54,2.31,58,2.97,46,33,0.5,41.0,4,-3,False,True,False,False,False
Tony Ferguson,180.0,155.0,193.0,26.0,7.0,0.0,5.07,45,3.95,58,0.44,41,66,1.0,39.0,21,-5,False,True,False,False,False
Jeremiah Wells,175.0,170.0,188.0,11.0,2.0,1.0,2.96,48,1.46,40,3.93,38,100,0.6,37.0,4,4,False,False,False,False,True
Jacob Kilburn,175.0,145.0,183.0,8.0,3.0,0.0,2.56,33,6.78,35,0.51,5,20,0.5,28.0,2,-2,False,True,False,False,False
Bryce Mitchell,178.0,145.0,178.0,15.0,1.0,0.0,2.48,59,1.71,57,3.26,44,33,1.7,29.0,7,-1,False,False,False,True,False
Drew McFedries,183.0,185.0,183.0,12.0,6.0,0.0,5.13,51,4.56,52,1.42,100,56,0.7,45.0,9,-1,False,False,False,True,False
Diego Sanchez,178.0,170.0,183.0,31.0,12.0,0.0,2.69,37,3.02,56,1.51,24,46,0.8,42.0,32,-1,False,False,False,True,False
Salim Touahri,178.0,170.0,183.0,10.0,3.0,0.0,2.6,46,2.87,58,0.0,0,83,0.0,34.0,3,-3,False,True,False,False,False
Marlon Vera,173.0,135.0,178.0,20.0,7.0,1.0,4.09,49,5.02,51,0.61,40,69,1.0,31.0,20,-1,False,False,False,False,True
Paul Daley,175.0,170.0,193.0,39.0,14.0,2.0,3.14,47,2.37,60,0.91,40,64,0.0,40.0,3,-1,False,True,False,False,False
Yoji Anjo,180.0,205.0,180.0,0.0,4.0,1.0,0.0,0,3.13,25,0.0,0,0,0.0,56.0,3,-3,False,True,False,False,False
Steve Kennedy,180.0,170.0,180.0,24.0,7.0,0.0,2.28,35,5.52,45,2.51,33,0,0.0,40.0,2,-2,False,True,False,False,False
Adam Milstead,190.0,205.0,193.0,8.0,3.0,0.0,3.85,46,4.79,43,0.0,0,64,0.0,36.0,3,-2,False,True,False,False,False
Fabricio Werdum,193.0,231.0,196.0,23.0,9.0,1.0,3.59,52,2.64,55,1.75,31,31,1.2,46.0,18,1,False,True,False,False,False
Dan Moret,183.0,155.0,185.0,13.0,5.0,0.0,2.67,43,3.56,43,1.25,27,45,0.4,37.0,3,-3,False,False,False,True,False
Ian Loveland,173.0,145.0,173.0,18.0,9.0,0.0,2.71,40,2.36,64,1.0,37,69,0.3,40.0,3,-2,False,True,False,False,False
James Head,185.0,170.0,185.0,9.0,3.0,0.0,2.75,48,3.11,49,0.41,100,66,0.8,39.0,5,-2,False,True,False,False,False
Juan Espino,190.0,255.0,203.0,11.0,1.0,0.0,2.38,70,1.95,40,8.93,78,50,2.4,43.0,3,-1,False,True,False,False,False
Lauren Mueller,165.0,125.0,170.0,5.0,2.0,0.0,4.08,41,3.77,58,0.7,50,71,0.0,32.0,4,-3,False,True,False,False,False
Tom Duquesnoy,170.0,135.0,173.0,15.0,2.0,0.0,3.83,45,5.3,62,0.42,25,46,0.0,30.0,3,1,False,True,False,False,False
Lauren Murphy,165.0,125.0,170.0,16.0,5.0,0.0,4.05,39,5.25,55,1.03,25,69,0.1,40.0,14,-1,False,True,False,False,False
Shawn Jordan,183.0,260.0,190.0,19.0,7.0,0.0,2.87,50,3.3,47,1.97,38,76,0.1,39.0,10,-1,False,False,False,True,False
Eugene Jackson,173.0,185.0,173.0,15.0,8.0,1.0,2.19,33,3.44,32,1.91,71,16,2.3,57.0,7,-1,False,True,False,False,False
Chris Weidman,188.0,185.0,198.0,15.0,5.0,0.0,3.03,43,3.14,52,3.92,47,65,0.9,39.0,17,-1,False,True,False,False,False
Katsunori Kikuno,173.0,145.0,168.0,24.0,7.0,2.0,2.64,40,2.47,61,1.88,75,76,0.8,42.0,5,-2,False,True,False,False,False
Mark Scanlon,175.0,170.0,175.0,9.0,1.0,0.0,2.2,35,3.33,48,3.0,75,25,2.0,37.0,1,-1,False,True,False,False,False
Bruna Brasil,168.0,115.0,165.0,8.0,2.0,1.0,3.19,77,4.23,42,1.74,66,45,0.0,30.0,1,-1,False,True,False,False,False
Tainara Lisboa,170.0,135.0,170.0,5.0,2.0,0.0,2.93,50,1.81,56,1.05,50,85,1.1,32.0,1,1,False,True,False,False,False
Leonardo Mafra,178.0,155.0,178.0,13.0,3.0,0.0,4.55,48,4.38,43,2.12,83,69,0.4,34.0,4,-1,False,True,False,False,False
Garreth McLellan,185.0,185.0,183.0,13.0,5.0,0.0,3.56,54,2.94,45,1.15,22,34,0.9,41.0,5,-3,False,False,False,True,False
Juan Manuel Puig,175.0,145.0,175.0,11.0,3.0,0.0,4.91,23,7.17,51,0.0,0,0,0.0,34.0,2,-2,False,True,False,False,False
Yuki Kondo,180.0,183.0,180.0,60.0,32.0,9.0,1.14,42,2.57,51,0.76,41,37,0.5,48.0,3,-2,False,False,False,True,False
Rich Attonito,178.0,170.0,183.0,10.0,4.0,0.0,2.28,47,2.13,59,0.74,37,75,0.0,46.0,5,-1,False,True,False,False,False
Mike Rodriguez,193.0,205.0,208.0,11.0,6.0,0.0,4.35,53,4.24,41,0.0,0,37,0.0,35.0,7,-3,False,False,False,True,False
Nick Catone,183.0,185.0,183.0,9.0,4.0,0.0,2.11,44,2.32,63,3.71,44,83,0.5,42.0,8,1,False,False,False,True,False
Nick Thompson,185.0,170.0,188.0,38.0,13.0,1.0,1.87,42,1.8,49,1.06,100,35,2.6,42.0,2,-1,False,True,False,False,False
Thibault Gouti,178.0,155.0,183.0,12.0,4.0,0.0,3.68,34,5.64,50,1.23,80,83,0.3,36.0,6,-2,False,True,False,False,False
Rani Yahya,168.0,135.0,170.0,28.0,10.0,1.0,1.59,37,1.77,50,2.86,32,24,1.9,39.0,18,-1,False,True,False,False,False
Hakeem Dawodu,173.0,145.0,185.0,13.0,2.0,1.0,5.33,50,3.15,57,0.0,0,65,0.0,32.0,9,-1,False,True,False,False,False
Tim Williams,188.0,185.0,193.0,15.0,4.0,0.0,3.07,38,3.55,48,1.81,40,100,0.0,37.0,2,-2,False,True,False,False,False
Edwin DeWees,185.0,185.0,185.0,38.0,16.0,0.0,1.53,33,6.19,39,2.18,66,0,3.3,41.0,3,-3,False,True,False,False,False
Rob Font,173.0,135.0,180.0,19.0,6.0,0.0,6.46,46,4.03,56,1.01,36,55,0.4,36.0,15,1,False,True,False,False,False
Brad Scott,185.0,170.0,193.0,11.0,5.0,0.0,3.52,41,4.31,57,0.32,15,63,0.7,34.0,8,-2,False,True,False,False,False
Chad Laprise,178.0,170.0,180.0,13.0,3.0,0.0,4.78,42,3.59,65,1.05,54,78,0.0,37.0,10,-2,False,True,False,False,False
Sedriques Dumas,188.0,185.0,201.0,7.0,0.0,0.0,2.5,46,3.87,46,1.71,50,0,1.7,28.0,1,-1,False,True,False,False,False
Callan Potter,183.0,170.0,183.0,18.0,8.0,0.0,3.18,50,4.72,58,3.29,66,100,0.0,39.0,3,-1,False,True,False,False,False
Damacio Page,168.0,135.0,168.0,19.0,9.0,0.0,2.05,38,2.47,51,2.63,64,23,0.9,41.0,3,-3,False,True,False,False,False
Justin Scoggins,170.0,125.0,168.0,11.0,4.0,0.0,3.56,51,2.16,55,3.42,63,82,0.5,31.0,9,-3,False,False,False,True,False
Emily Whitmire,165.0,125.0,160.0,4.0,4.0,0.0,2.5,31,2.98,54,1.9,66,70,0.5,32.0,6,-3,False,True,False,False,False
Genaro Valdez,175.0,155.0,183.0,10.0,1.0,0.0,3.96,32,7.63,47,2.5,44,40,0.6,31.0,2,-2,False,True,False,False,False
Brian Geraghty,170.0,155.0,170.0,26.0,17.0,1.0,0.47,25,9.77,36,0.0,0,50,0.0,43.0,1,-1,False,True,False,False,False
David Baron,168.0,155.0,168.0,17.0,3.0,1.0,1.17,30,2.1,56,0.0,0,14,0.7,50.0,1,-1,False,False,False,False,True
Yusaku Kinoshita,183.0,170.0,180.0,6.0,1.0,0.0,4.7,57,3.79,50,0.0,0,42,0.0,23.0,1,-1,False,False,False,True,False
Brandon Thatch,188.0,170.0,188.0,11.0,4.0,0.0,2.7,42,3.63,52,1.36,66,50,0.7,38.0,6,-4,False,False,False,False,True
Iliarde Santos,165.0,125.0,170.0,30.0,12.0,1.0,3.0,30,6.1,57,1.66,23,83,0.0,43.0,3,-3,False,True,False,False,False
Brandon Jenkins,183.0,155.0,180.0,15.0,8.0,0.0,2.93,41,8.05,33,0.0,0,27,0.0,32.0,1,-1,False,False,False,False,True
Michael Johnson,178.0,155.0,185.0,22.0,18.0,0.0,4.28,39,3.91,58,0.46,38,80,0.1,37.0,28,-1,False,False,False,True,False
